202,185,191
194,181,190
198,185,194
195,177,177
192,173,175
194,168,169
182,162,163
195,185,176
199,187,189
202,183,189
194,174,173
199,181,169
206,189,197
209,194,199
196,180,190
206,195,189
212,196,196
207,193,193
179,163,163
198,183,188
194,174,167
202,189,181
193,174,178
185,164,159
207,195,197
216,187,189
193,170,164
182,163,169
186,163,155
182,155,146
194,179,176
205,184,179
177,150,141
182,162,164
191,161,151
208,185,191
185,165,154
196,168,164
201,184,192
178,157,152
195,176,170
209,193,193
209,193,196
199,178,161
177,157,150
209,188,185
192,166,151
207,192,187
214,194,193
211,190,185
218,205,199
192,171,166
227,215,219
207,193,193
237,233,230
213,194,196
218,199,201
212,206,208
217,206,214
199,178,175
194,186,197
227,222,229
222,208,208
190,171,165
227,212,205
226,206,207
220,206,205
217,199,195
196,177,171
223,206,199
220,210,218
206,195,199
217,203,200
197,178,172
219,200,185
220,202,198
214,197,190
224,215,210
227,213,210
212,195,187
198,183,190
210,196,193
210,198,200
224,210,207
219,209,208
211,201,200
211,199,199
210,200,201
207,195,197
228,212,215
229,220,225
202,192,193
221,205,208
211,206,210
219,208,212
211,203,201
219,205,204
224,213,217
195,178,171
206,193,187
213,199,196
206,189,195
203,183,184
193,178,175
203,182,181
209,197,199
214,200,199
218,206,208
227,226,234
222,213,216
220,209,213
215,202,211
206,195,201
224,204,203
216,203,197
196,178,178
216,205,209
174,151,145
226,208,204
207,191,191
213,197,197
212,191,186
207,192,187
200,169,166
210,194,194
199,184,179
228,217,213
219,210,213
213,199,199
204,202,216
219,210,201
218,202,202
217,199,197
229,213,214
215,205,204
228,216,218
210,192,192
202,191,189
236,228,225
214,198,199
211,200,204
221,203,201
208,193,198
215,205,206
214,212,217
197,198,202
211,199,201
216,206,204
206,196,204
203,188,183
212,199,206
212,204,217
193,180,187
203,193,201
208,199,200
215,208,215
212,202,201
213,210,219
212,206,216
213,202,219
213,207,211
217,205,209
202,196,196
193,182,186
216,204,206
223,221,226
222,211,219
205,200,206
217,206,212
207,204,213
186,171,176
209,205,206
208,198,207
206,193,200
213,208,205
225,219,223
210,204,208
221,211,219
203,191,195
185,170,175
200,189,195
215,204,208
194,172,175
206,199,207
199,191,204
203,196,203
215,205,216
221,217,218
215,207,205
214,204,212
192,178,178
211,206,212
187,174,181
197,184,194
205,188,196
231,220,226
227,217,225
220,207,214
220,201,197
214,197,203
209,198,206
221,219,222
210,199,205
213,208,215
210,199,203
211,204,211
216,209,216
214,196,196
206,197,198
211,199,209
220,210,209
213,204,209
209,199,210
229,220,225
210,199,205
242,236,246
229,220,225
202,191,187
220,215,222
204,190,190
203,197,207
199,187,189
226,216,214
197,186,192
211,202,205
213,208,214
201,196,202
225,216,221
211,207,204
219,212,219
192,183,188
220,215,212
203,196,204
212,206,216
219,211,224
203,193,201
178,171,178
187,185,190
216,206,207
214,208,212
204,193,197
221,210,216
180,164,167
207,187,186
213,208,215
214,201,208
205,193,195
220,215,222
213,202,219
217,200,210
218,208,209
211,200,206
211,205,205
209,199,198
215,197,195
203,194,197
207,191,201
208,199,204
214,204,212
208,196,200
192,180,180
214,207,215
204,188,191
204,195,200
222,208,207
208,196,198
208,199,202
221,211,212
198,186,188
206,193,203
220,212,223
213,202,210
200,195,201
201,184,192
204,196,207
227,219,232
218,200,214
210,196,185
217,208,211
202,184,184
221,211,219
201,189,193
208,205,216
199,188,192
226,216,217
196,197,201
213,204,205
204,189,184
208,197,201
209,194,197
221,209,211
207,193,192
201,189,189
212,200,200
200,184,187
195,181,181
206,195,201
219,207,217
216,211,217
205,199,201
206,200,202
215,204,202
237,228,233
232,230,231
217,208,225
220,209,213
225,215,216
214,212,217
205,199,203
215,197,197
208,197,201
229,220,225
197,188,193
218,203,208
204,193,199
212,194,192
199,189,190
209,198,202
234,232,233
223,211,211
192,177,170
219,207,207
242,242,242
225,223,234
238,232,236
222,213,230
201,195,199
215,206,207
212,196,197
213,204,195
231,222,227
212,201,205
192,171,166
235,224,222
198,181,174
241,231,230
238,236,239
206,190,190
223,220,227
231,229,240
223,216,232
237,235,236
231,221,230
226,225,223
234,225,230
219,213,227
222,216,220
234,224,235
239,233,235
206,201,195
226,199,190
197,176,171
220,204,204
178,149,135
189,169,158
225,207,197
169,137,124
220,203,211
210,196,195
199,189,190
202,196,196
226,212,203
210,195,200
206,200,202
220,207,216
205,198,206
231,221,232
206,190,193
207,201,205
227,220,227
213,197,198
224,215,220
218,206,216
203,193,202
224,220,217
229,227,238
199,180,184
205,186,182
225,219,219
229,217,219
225,212,203
206,191,196
220,211,212
218,212,222
215,199,199
209,198,202
232,218,217
203,188,193
